NATIONALITY,EG_FGN_RESIDENT,ID_TYPE,CUSTOMER_SEGMENT,INDUSTRY,JOB_TITLE,INCOME_SOURCE,SEX,TITLE,AGE,CONTACT_DATE,ACCOUNT_SINCE,DATE_TIME_LOANS,LOAN_START_DATE,LOAN_END_DATE,CUSTOMER_TYPE,KYC_DATE,KYC_REMAINING_DAYS,KYC_YEARS_INT,KYC_RISK_RATE,KYC_RISK_CATEG,CUSTOMER_STATUS,CURRENCY,INTEREST_BASIS,LOAN_MONTHS,LOAN_AMOUNT,TOTAL_LOAN_AMOUNT,TOT_INTEREST_AMT,MONTHLY_PAYMENT,CONTRACT_TYPE,ISL&SME_REPAY_TYPE,HAS_CHRG,CHRG_CODE,INTEREST_RATE,LOAN_TYPE,LOAN_SUB_TYPE,POSTING_RESTRICT,TOTAL_MONTHLY_INCOME,JOINT_SEPARAT,MARITAL_STATUS,DTI,MONTHLY_PAYMENT_BURDEN,ANNUALIZED_PAYMENT_BURDEN,CUMULATIVE_INTEREST_PCT,EFFECTIVE_INTEREST_RATE,INTEREST_TO_INCOME_RATIO,INTEREST_COVERAGE,PAYMENT_TO_LOAN_RATIO,PRINCIPAL_SHARE_PER_MONTH,LOAN_TO_INCOME_EXPOSURE,TOTAL_COST_TO_INCOME_EXPOSURE,INTEREST_SHARE_TOTAL,PRINCIPAL_SHARE_TOTAL,PRINCIPAL_TO_INTEREST_RATIO,OVERDUE_STATUS
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,F,,56,2018-03-25,2018-03-25,2024-03-08,2018-03-31,2024-03-03,Normal,2018-03-25,-520,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,500000.0,858303.8044460046,358303.80444600456,10217.902433881009,BULLET,Monthly,0,NO CHARGE,17.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,,,,,,0.7166076088920091,0.1023725155560013,,2.395463832077029,0.020435804867762,0.5825443128761695,,,0.4174556871238303,0.5825443128761696,1.3954638320770292,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,33,2019-10-02,2019-10-02,2024-03-08,2019-10-08,2024-03-03,Normal,2019-10-02,35,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,262000.0,436927.9941938875,174927.9941938875,4551.333272852995,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,,,,,,,0.6676640999766699,0.0834580124970837,,2.497759127733456,0.0173715010414236,0.599641138772484,,,0.4003588612275159,0.599641138772484,1.497759127733456,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Others,Other,M,,32,2019-03-20,2019-03-20,2024-03-08,2019-08-28,2024-03-03,Normal,2019-03-20,-161,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,103186.0,191999.9903298457,88813.99032984569,799.9999597076904,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,17.843865272290493,0.0743494386345437,0.8921932636145247,0.8607174454852954,0.0430358722742647,0.4127044160308815,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0399574039653035,0.0743494386345437,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Privilege,Bank Staff,Employee,Salary,M,,60,2017-05-07,2017-05-07,2024-03-08,2018-10-15,2024-03-03,Special,2022-08-14,717,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,72,49500.0,71544.11095576882,22044.110955768818,993.6682077190112,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.4453355748640165,0.0742225958106694,,3.2454976795989197,0.0200741052064446,0.6918808457987928,,,0.3081191542012073,0.6918808457987927,2.2454976795989197,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,29,2019-07-21,2019-07-21,2024-03-08,2019-07-27,2024-03-03,Normal,2019-07-21,-38,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,67000.0,99907.35458386572,32907.35458386572,1665.122576397762,BULLET,Monthly,0,NO CHARGE,17.0,Personal Loan,Per-Loan sal-inst-tr Group deals,KYC Update Needed,,,,,,,0.4911545460278466,0.0982309092055693,,3.036019025146728,0.0248525757671307,0.6706212998939719,,,0.3293787001060281,0.6706212998939719,2.036019025146728,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,34,2016-03-09,2016-03-09,2024-03-08,2018-05-02,2024-03-03,Normal,2021-01-19,510,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,20000.0,36301.471915322654,16301.471915322654,432.1603799443173,BULLET,Monthly,0,NO CHARGE,19.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.8150735957661327,0.1164390851094475,,2.226883075582941,0.0216080189972158,0.550941847389888,,,0.4490581526101119,0.550941847389888,1.2268830755829414,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,35,2018-10-14,2018-10-14,2024-03-08,2018-10-24,2024-03-03,Normal,2018-10-14,-317,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,98027.0,182400.54902858703,84373.54902858706,760.0022876191127,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,16.951723887415152,0.0706321828642298,0.8475861943707577,0.8607174454852955,0.0430358722742647,0.3920703951142521,2.1618214609745396,0.0077529893561887,0.5374271104010577,0.0379596499380421,0.0706321828642298,0.4625728895989424,0.5374271104010578,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Others,Other,M,,52,2016-03-19,2016-03-19,2024-03-08,2018-12-22,2024-03-03,Normal,2021-01-19,510,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,85000.0,143855.92778414206,58855.927784142055,1712.570568858834,BULLET,Monthly,0,NO CHARGE,16.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,,,,,,0.692422679813436,0.0989175256876337,,2.4442045720822385,0.020147889045398,0.5908689430410109,,,0.4091310569589891,0.5908689430410108,1.4442045720822383,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,51,2017-10-08,2017-10-08,2024-03-08,2017-10-22,2024-03-03,Normal,2022-09-12,1112,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,192,68630.0,99839.3218527778,31209.3218527778,519.9964679832177,BULLET,Monthly,0,NO CHARGE,5.0,Mortgage Loan,Mort Loan-CBE low incom 5%,NO RESTRICTION,10760.0,,,9.278747384087156,0.0483268092921206,0.5799217115054472,0.4547475135185458,0.0284217195949091,0.1812809122489417,3.19902246911179,0.0075768099662424,0.6874045088287078,0.0332200666047087,0.0483268092921206,0.3125954911712922,0.6874045088287078,2.1990224691117906,CUR
EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,,54,2009-06-10,2007-03-31,2024-03-08,2019-06-30,2024-03-03,Special,2021-08-11,714,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,410000.0,571744.777885952,161744.77788595203,6806.485451023238,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Dormant Accounts Debit Restriction,,,,,,,0.3944994582584196,0.0563570654654885,,3.5348577268386085,0.0166011840268859,0.7171031828502056,,,0.2828968171497945,0.7171031828502055,2.5348577268386085,CUR
EG,EG,National ID,Mass,Professionals,Businessman,Salary,M,,44,2019-11-26,2019-11-26,2024-03-08,2019-12-21,2024-03-03,Normal,2019-11-26,90,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,60,426000.0,614799.563997337,188799.563997337,10246.659399955615,BULLET,Monthly,0,NO CHARGE,15.5,Auto Loan,AL-SELF EMPL & PROF DP>40% < 50%,NO RESTRICTION,,,,,,,0.4431914647824812,0.0886382929564962,,3.2563611428997192,0.024053191079708,0.6929087542453841,,,0.307091245754616,0.692908754245384,2.2563611428997192,CUR
EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,,50,2009-06-10,2001-08-12,2024-03-08,2019-06-17,2024-03-03,Special,2023-11-18,1543,5,LOW,Low Risk Customer,Marginally,EGP,A,84,357100.0,497975.7565440816,140875.7565440816,5928.282816000971,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,ID Update Needed,,,,,,,0.3944994582584195,0.0563570654654885,,3.534857726838609,0.0166011840268859,0.7171031828502056,,,0.2828968171497944,0.7171031828502056,2.534857726838609,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,,56,2019-10-01,2019-10-01,2024-03-08,2019-10-26,2024-03-03,Normal,2019-10-01,34,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,60,116000.0,165577.91340105713,49577.91340105713,2759.631890017619,BULLET,Monthly,0,NO CHARGE,15.0,Auto Loan,AL-SALARIED DP > 40% < 50%,NO RESTRICTION,,,,,,,0.427395805181527,0.0854791610363054,,3.3397515555288897,0.0237899300863587,0.7005765299084835,,,0.2994234700915164,0.7005765299084835,2.3397515555288897,CUR
EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,,49,2009-06-10,1999-02-08,2024-03-08,2019-05-11,2024-03-03,Special,2020-12-21,481,5,LOW,Low Risk Customer,Marginally,EGP,A,84,352000.0,490863.8093069637,138863.8093069637,5843.616777463853,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.3944994582584196,0.0563570654654885,,3.5348577268386085,0.0166011840268859,0.7171031828502056,,,0.2828968171497945,0.7171031828502055,2.5348577268386085,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,55,2018-08-14,2018-08-14,2024-02-29,2018-08-22,2024-03-01,Normal,2018-08-14,-378,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,95000.0,141659.68187264542,46659.68187264542,2360.994697877424,AMORT,Monthly,1,Stamp Duty,17.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,,,,,,0.4911545460278465,0.0982309092055693,,3.0360190251467283,0.0248525757671307,0.6706212998939717,,,0.3293787001060281,0.6706212998939719,2.0360190251467283,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",House Wife,Other,F,,58,2019-06-04,2019-06-04,2024-03-08,2019-06-11,2024-03-03,Normal,2019-06-04,-85,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,60,790000.0,1109068.195703594,319068.195703594,18484.469928393235,BULLET,Quarterly,0,NO CHARGE,14.249999999999998,Personal Loan,Secured Personal Loans,KYC Update Needed,,,SINGLE,,,,0.4038837920298658,0.0807767584059731,,3.4759597184480566,0.0233980632004977,0.7123096695589788,,,0.2876903304410211,0.7123096695589789,2.4759597184480566,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,40,2019-04-30,2019-04-30,2024-03-08,2019-05-22,2024-03-03,Normal,2019-04-30,-120,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,420000.0,677668.5242057177,257668.52420571767,7059.047127142893,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,,,,,,0.6134964862040897,0.0766870607755112,,2.630001185805217,0.0168072550646259,0.6197720345537281,,,0.3802279654462718,0.6197720345537281,1.6300011858052168,CUR
EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,M,,44,2011-02-07,2011-02-07,2024-03-08,2018-09-19,2024-03-03,Normal,2022-10-10,1140,5,LOW,Low Risk Customer,Marginally,EGP,A,96,30000.0,56802.85664493863,26802.856644938627,591.6964233847774,BULLET,Customized Repayment Scheduele,0,NO CHARGE,18.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.8934285548312876,0.1116785693539109,,2.119283679251596,0.0197232141128259,0.5281424521925541,,,0.4718575478074459,0.5281424521925541,1.119283679251596,CUR
EG,EG,National ID,Thahabi,Professionals,Businessman,Private business,M,,43,2019-03-12,2019-03-12,2024-03-08,2019-04-01,2024-03-03,Normal,2019-03-12,-169,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,121220.0,191999.60329882408,70779.60329882408,799.9983470784337,BULLET,Monthly,0,NO CHARGE,5.0,Mortgage Loan,Mort Loan-CBE low incom 5%,KYC Update Needed,10760.0,,,17.84382930286469,0.0743492887619362,0.8921914651432346,0.5838937741199808,0.029194688705999,0.3289015023179557,2.712640285481989,0.0065995573921665,0.6313554711430095,0.0469408302354399,0.0743492887619362,0.3686445288569905,0.6313554711430095,1.712640285481989,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,37,2016-10-08,2016-10-08,2024-03-08,2017-10-14,2024-03-03,Normal,2022-05-03,980,5,LOW,Low Risk Customer,Marginally,EGP,A,84,362000.0,621411.9544189073,259411.9544189073,7397.761362129849,BULLET,Monthly,0,NO CHARGE,17.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,,,,,,0.7166076088920091,0.1023725155560013,,2.3954638320770294,0.020435804867762,0.5825443128761696,,,0.4174556871238303,0.5825443128761697,1.3954638320770292,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,,30,2019-01-23,2019-01-23,2024-03-08,2019-01-28,2024-03-03,Normal,2019-01-23,-216,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,40500.0,72039.91993846002,31539.91993846002,750.4158326922918,BULLET,Customized Repayment Scheduele,0,NO CHARGE,16.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,,,,,,0.7787634552706179,0.0973454319088272,,2.284086962776782,0.0185287859924022,0.5621882983017896,,,0.4378117016982104,0.5621882983017895,1.284086962776782,CUR
EG,EG,National ID,Privilege,Governmental & Military Employees,Employee,Salary,M,,59,2009-11-11,2007-05-06,2024-03-08,2017-07-25,2024-03-03,Normal,2018-07-21,-768,4,MEDIUM,Low Risk Customer,Marginally,EGP,A,96,100000.0,186443.6164480777,86443.61644807775,1942.1210046674769,BULLET,Customized Repayment Scheduele,0,NO CHARGE,17.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,0.8644361644807775,0.1080545205600971,,2.156823419807578,0.0194212100466747,0.5363551828970704,,,0.4636448171029296,0.5363551828970706,1.156823419807579,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,39,2019-01-29,2019-01-29,2024-03-08,2019-02-23,2024-03-03,Normal,2024-02-18,1635,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,136700.0,254360.0747978399,117660.07479783989,1059.8336449909996,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10000.0,SEPARATE,MARRIED,25.43600747978399,0.1059833644990999,1.2718003739891997,0.8607174454852955,0.0430358722742647,0.5883003739891994,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0569583333333333,0.1059833644990999,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,F,,52,2018-12-12,2018-12-12,2024-03-08,2018-12-24,2024-03-03,Normal,2023-11-27,1552,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,166,83744.0,130959.56465038253,47215.56465038251,788.9130400625453,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,SEPARATE,MARRIED,12.170963257470495,0.0733190557678945,0.8798286692147345,0.5638083283624201,0.0407572285563195,0.3172094189795931,2.7736524093294217,0.0094205320985687,0.6394645570452833,0.0468849375195951,0.0733190557678945,0.3605354429547166,0.6394645570452833,1.7736524093294213,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,50,2011-12-21,2011-12-21,2024-03-08,2019-02-27,2024-03-03,Normal,2020-07-15,322,5,LOW,Low Risk Customer,Marginally,EGP,A,72,107000.0,186772.18937296525,79772.18937296525,2594.0581857356283,BULLET,Monthly,0,NO CHARGE,20.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,JOINT,,,,,0.7455344801211705,0.1242557466868617,,2.3413195856983995,0.0242435344461273,0.5728904306322168,,,0.4271095693677832,0.5728904306322168,1.3413195856983993,CUR
EG,EG,National ID,Thahabi,Governmental & Military Employees,Driver,Salary,M,,59,2011-06-19,2011-06-19,2024-03-08,2019-10-29,2024-03-03,Normal,2019-10-16,49,5,LOW,Low Risk Customer,Marginally,EGP,A,60,40000.0,57095.83220726108,17095.832207261075,951.5972034543512,BULLET,Customized Repayment Scheduele,0,NO CHARGE,15.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.4273958051815268,0.0854791610363053,,3.3397515555288906,0.0237899300863587,0.7005765299084836,,,0.2994234700915164,0.7005765299084835,2.33975155552889,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,59,2018-11-26,2018-11-26,2024-03-08,2018-11-27,2024-03-03,Normal,2021-03-21,571,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,65,1231000.0,1826724.980673644,595724.9806736442,28103.461241132987,BULLET,Monthly,0,NO CHARGE,15.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,48000.0,,,38.056770430700915,0.5854887758569373,7.025865310283247,0.4839358088331797,0.0893419954768947,2.2912499256678625,3.066389760268217,0.0228297816743566,0.6738835966134553,0.394551282051282,0.5854887758569371,0.3261164033865447,0.6738835966134554,2.0663897602682173,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,40,2018-07-24,2018-07-24,2024-03-08,2018-08-27,2024-03-03,Normal,2023-07-11,1413,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,123823.0,230399.6162523257,106576.61625232574,959.9984010513572,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,21.412603740922464,0.0892191822538436,1.0706301870461232,0.8607174454852954,0.0430358722742647,0.4952444993137813,2.1618214609745396,0.0077529893561887,0.5374271104010577,0.0479488073110285,0.0892191822538435,0.4625728895989423,0.5374271104010578,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,57,2018-10-23,2018-10-23,2024-03-08,2019-03-31,2024-03-03,Normal,2018-10-23,-308,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,713000.0,1169650.354941172,456650.35494117206,12183.857863970545,BULLET,Monthly,0,NO CHARGE,13.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,16666.0,,,70.1818285696131,0.7310607142668033,8.77272857120164,0.6404633309132848,0.0800579163641606,3.4250146626452964,2.561369639342232,0.0170881596970133,0.6095838786248736,0.4456428257130285,0.7310607142668032,0.3904161213751262,0.6095838786248738,1.5613696393422318,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,31,2019-02-05,2019-02-05,2024-03-08,2019-04-30,2024-03-03,Normal,2019-02-05,-203,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,77000.0,143275.24330236777,66275.24330236777,596.9801804265323,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,13.315543057840872,0.0554814294076702,0.6657771528920435,0.8607174454852957,0.0430358722742647,0.3079704614422294,2.1618214609745396,0.0077529893561887,0.5374271104010576,0.0298172242874845,0.0554814294076703,0.4625728895989424,0.5374271104010576,1.1618214609745396,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,,44,2017-09-17,2017-09-17,2024-03-08,2017-10-01,2024-03-03,Normal,2017-09-17,-710,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,320000.0,557109.3376541577,237109.3376541577,6632.254019692353,BULLET,Monthly,0,NO CHARGE,17.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,,,,,,0.7409666801692427,0.1058523828813204,,2.3495883509520183,0.0207257938115386,0.5743935317031962,,,0.4256064682968039,0.5743935317031961,1.3495883509520183,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Others,Other,M,,41,2018-07-15,2018-07-15,2024-03-08,2018-09-19,2024-03-03,Normal,2018-07-15,-408,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,103186.0,191999.9903298457,88813.99032984569,799.9999597076904,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,17.843865272290493,0.0743494386345437,0.8921932636145247,0.8607174454852954,0.0430358722742647,0.4127044160308815,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0399574039653035,0.0743494386345437,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,38,2019-06-09,2019-06-09,2024-03-08,2019-06-22,2024-03-03,Normal,2019-06-09,-80,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,100000.0,157416.09748644434,57416.09748644434,1874.0011605529087,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,,,,,,,0.5741609748644434,0.0820229964092062,,2.741671837303284,0.018740011605529,0.6352590465445337,,,0.3647409534554663,0.6352590465445337,1.7416718373032842,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,43,2018-06-23,2018-06-23,2024-03-08,2018-07-31,2024-03-03,Normal,2018-06-23,-430,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,126661.0,235680.332362613,109019.332362613,982.0013848442208,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,21.903376613625746,0.0912640692234405,1.095168830681287,0.8607174454852954,0.0430358722742647,0.5065954106069377,2.16182146097454,0.0077529893561887,0.5374271104010578,0.0490477850061957,0.0912640692234406,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,36,2019-08-24,2019-08-24,2024-03-08,2019-09-01,2024-03-03,Normal,2019-08-24,-4,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,128983.0,240000.9182710299,111017.91827102988,1000.0038261292912,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,Post No Debits,10760.0,,,22.30491805492843,0.0929371585622017,1.1152459027464214,0.8607174454852956,0.0430358722742647,0.5158825198467931,2.16182146097454,0.0077529893561887,0.5374271104010577,0.049946948574969,0.0929371585622017,0.4625728895989422,0.5374271104010576,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,46,2018-09-19,2018-09-19,2024-03-08,2018-09-23,2024-03-03,Normal,2023-11-20,1545,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,76500.0,116555.83189043116,40055.831890431175,1942.5971981738528,BULLET,Monthly,0,NO CHARGE,18.0,Personal Loan,Per-Loan sal-inst-tr Group deals,NO RESTRICTION,18000.0,SEPARATE,MARRIED,6.475323993912842,0.107922066565214,1.2950647987825683,0.5236056456265513,0.1047211291253102,0.4450647987825686,2.9098342585733405,0.0253934274271091,0.6563378147557144,0.0708333333333333,0.107922066565214,0.3436621852442857,0.6563378147557144,1.9098342585733408,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,50,2019-01-23,2019-01-23,2024-03-08,2019-01-29,2024-03-03,Normal,2023-12-30,1585,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,232000.0,425873.0251574414,193873.02515744136,4436.177345390014,BULLET,Monthly,0,NO CHARGE,17.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,25485.0,SEPARATE,MARRIED,16.71073279016839,0.1740701332309207,2.0888415987710487,0.835659591195868,0.1044574488994835,0.9509173295931006,2.1966595136770386,0.0191214540749569,0.5447633127602569,0.0948270224314956,0.1740701332309207,0.455236687239743,0.5447633127602569,1.1966595136770384,CUR
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,38,2018-07-03,2018-07-03,2024-03-08,2019-09-04,2024-03-03,Normal,2023-05-13,989,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,96,165000.0,284255.2201111265,119255.22011112647,2960.991876157568,BULLET,Customized Repayment Scheduele,0,NO CHARGE,15.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.7227589097644028,0.0903448637205503,,2.383587232879591,0.0179454053100458,0.5804642740966903,,,0.4195357259033095,0.5804642740966904,1.3835872328795908,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Others,Real Estates,M,,38,2017-10-10,2017-10-10,2024-03-08,2017-11-14,2024-03-03,Normal,2022-09-11,1111,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,77390.0,144000.92310610702,66610.92310610702,600.0038462754459,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,13.38298541878318,0.0557624392449299,0.6691492709391589,0.8607174454852955,0.0430358722742647,0.3095303118313523,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0299682465923172,0.0557624392449299,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,,59,2009-10-28,2014-05-11,2024-03-08,2018-11-19,2024-03-03,Normal,2021-03-06,556,5,LOW,Low Risk Customer,Marginally,EGP,A,84,74000.0,134315.44608669382,60315.44608669382,1598.993405793974,BULLET,Customized Repayment Scheduele,0,NO CHARGE,19.0,Personal Loan,Per-Loan sal-inst-tr Group deals,NO RESTRICTION,,JOINT,,,,,0.8150735957661327,0.1164390851094475,,2.2268830755829416,0.0216080189972158,0.550941847389888,,,0.4490581526101119,0.550941847389888,1.2268830755829414,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,44,2015-02-04,2015-02-04,2024-03-08,2017-09-02,2024-03-03,Normal,2020-11-07,437,5,LOW,Low Risk Customer,Marginally,EGP,A,84,95000.0,163077.72284474087,68077.72284474087,1941.4014624373915,BULLET,Monthly,0,NO CHARGE,17.0,Personal Loan,NAB Retail Past Due for pers Loan,NO RESTRICTION,,SEPARATE,,,,,0.7166076088920091,0.1023725155560013,,2.395463832077029,0.020435804867762,0.5825443128761696,,,0.4174556871238303,0.5825443128761696,1.3954638320770292,CUR
